Search performed Sat Nov 07 2020 19:40:06 GMT+0100 (hora estándar de Europa central) by Aritz Durana searching all fields for "compost" searchfields: sequence_type - wgs all matches. (147 total)
PI_firstname	PI_lastname	PI_organization	PI_organization_country	aa_pid	alpha_diversity_shannon	assembled	average_gc_ratio_raw	average_length_raw	biome	biome_id	bowtie	bp_count_raw	collection_date	country	created_on	depth	dereplicate	drisee_score_raw	elevation	env_package	env_package_id	env_package_name	env_package_type	feature	feature_id	fgs_type	file_type	filter_ambig	filter_ln	filter_ln_mult	investigation_type	job_id	latitude	library_id	library_name	location	longitude	m5nr_annotation_version	m5nr_sims_version	m5rna_annotation_version	m5rna_sims_version	material	material_id	max_ambig	metagenome_id	mixs_compliant	name	pipeline_version	prefix_length	priority	project_id	project_name	public	rna_pid	sample_id	sample_name	screen_indexes	seq_meth	sequence_count_raw	sequence_type
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		481.745925773892	false	0.625	227.55	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	503259273	2011-10-04	Brazil	2013-11-21T21:13:04		true	0		built environment	mge146111	ZooCompost4Day03-R2: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	111760	-23.651079	mgl146112	ZC4DAY03IQMSIPER02R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		dd4eaf8c3d6d676d343534343132372e33	false	ZC4DAY03IQMSIPER02R2			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY03IQMSIPER02R2	ZooCompost4Day03-R2	none	illumina	2211644	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		573.19745413699	false	0.636	169.088	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	604430520	2011-10-04	Brazil	2014-01-16T18:36:00		true	0		built environment	mge155747	ZC4DAY15IQMSIPER00R2: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	117165	-23.651079	mgl155748	ZC4DAY15IQMSIPER00R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		6f8d3680ba6d676d343534393533322e33	false	ZC4DAY15IQMSIPER00R2			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY15IQMSIPER00R2	ZC4DAY15IQMSIPER00R2	h_sapiens_asm	illumina	3574653	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		520.155051550258	false	0.693	177.383	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	568287580	2011-10-04	Brazil	2013-11-21T21:13:04		true	0		built environment	mge146126	ZooCompost4Day07-R1: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	111761	-23.651079	mgl146127	ZC4DAY07IQMSIPER02R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		50403689756d676d343534343132382e33	false	ZC4DAY07IQMSIPER02R1			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY07IQMSIPER02R1	ZooCompost4Day07-R1	none	illumina	3203725	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		527.127682567517	false	0.692	178.4	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	571545523	2011-10-04	Brazil	2013-11-21T21:13:04		true	0		built environment	mge146129	ZooCompost4Day07-R2: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	111762	-23.651079	mgl146130	ZC4DAY07IQMSIPER02R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		01065111916d676d343534343132392e33	false	ZC4DAY07IQMSIPER02R2			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY07IQMSIPER02R2	ZooCompost4Day07-R2	none	illumina	3203725	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		398.550813177686	false	0.847	114.446	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	1370888029	2013-08-13	Brazil	2014-12-15T21:06:50		false	1.645		built environment	mge246167	ZC4-RNAD-15-MHSI-PE-R2: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	172562	-23.651079	mgl246168	ZC4RNAD15MHSIPER2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		e243d75baf6d676d343630343932392e33	false	ZC4RNAD15MHSIPER2	3.5		date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4RNAD15MHSIPER2	ZC4-RNAD-15-MHSI-PE-R2	h_sapiens	illumina	11978457	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		522.587515920391	false	0.676	167.699	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	359824369	2011-10-04	Brazil	2013-08-30T20:02:19		true	0		built environment	mge129881	ZooCompost3Day30-R1: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	101629	-23.651079	mgl129882	ZC3DAY30IQMSIPER01R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		01a42136db6d676d343533333939362e33	false	ZC3DAY30IQMSIPER01R1			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC3DAY30IQMSIPER01R1	ZooCompost3Day30-R1	none	illumina	2145651	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		565.410864999423	false	0.613	150.397	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	1691227106	2011-10-04	Brazil	2014-05-21T20:33:32		true	0		built environment	mge182579	ZC4-DAY-78-PAIR-1: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	132944	-23.651079	mgl182580	ZC4DAY78IQMSIPER00R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		f23fb830096d676d343536353331312e33	false	ZC4DAY78IQMSIPER00R1			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY78IQMSIPER00R1	ZC4-DAY-78-PAIR-1	h_sapiens_asm	illumina	11245102	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		579.000228391601	false	0.742	205.886	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	845560201	2011-10-04	Brazil	2014-03-22T03:02:19		true	0		built environment	mge167563	ZC4-DAY-01-PAIR-1: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	124028	-23.651079	mgl167564	ZC4DAY01IQMSIPER00R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		9d1af903176d676d343535363339352e33	false	ZC4DAY01IQMSIPER00R1			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY01IQMSIPER00R1	ZC4-DAY-01-PAIR-1	none	illumina	4106932	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		579.942923718648	false	0.734	208.224	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	594883981	2011-10-04	Brazil	2014-01-16T18:35:59		true	0		built environment	mge155729	ZC4DAY01IQMSIPER00R2: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	117159	-23.651079	mgl155730	ZC4DAY01IQMSIPER00R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		76f54c0b626d676d343534393532362e33	false	ZC4DAY01IQMSIPER00R2			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY01IQMSIPER00R2	ZC4DAY01IQMSIPER00R2	h_sapiens_asm	illumina	2856938	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		595.781462570713	false	0.638	168.428	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	602071425	2011-10-04	Brazil	2014-01-16T18:36:00		true	0		built environment	mge155744	ZC4DAY15IQMSIPER00R1: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	117164	-23.651079	mgl155745	ZC4DAY15IQMSIPER00R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		641463ab076d676d343534393533312e33	false	ZC4DAY15IQMSIPER00R1			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY15IQMSIPER00R1	ZC4DAY15IQMSIPER00R1	h_sapiens_asm	illumina	3574653	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		521.434286249477	false	0.671	169.154	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	362945113	2011-10-04	Brazil	2013-08-30T20:02:18		true	2.571		built environment	mge129884	ZooCompost3Day30-R2: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	101628	-23.651079	mgl129885	ZC3DAY30IQMSIPER01R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		3d9098ef266d676d343533333939352e33	false	ZC3DAY30IQMSIPER01R2			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC3DAY30IQMSIPER01R2	ZooCompost3Day30-R2	none	illumina	2145651	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		582.001032555159	false	0.663	248.973	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	616622110	2011-10-04	Brazil	2013-08-13T20:25:06		true	27.094		built environment	mge126736	ZooCompost3Day99: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	99796	-23.651079	mgl126737	ZC3DAY99IQMSIPER01R4	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		483eaac3346d676d343533323136332e33	false	ZC3DAY99IQMSIPER01R4			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC3DAY99IQMSIPER01R4	ZooCompost3Day99	none	illumina	2476660	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		680.653345858563	false	0.66	239.909	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	843905016	2011-09-13	Brazil	2013-08-13T20:25:06		true	29.714		built environment	mge126733	ZooCompost3Day78: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	99795	-23.651079	mgl126734	ZC3DAY78IQMSIPER01R4	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		2cfbedd3536d676d343533323136322e33	false	ZC3DAY78IQMSIPER01R4			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC3DAY78IQMSIPER01R4	ZooCompost3Day78	none	illumina	3517603	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		562.248387858758	false	0.623	191.056	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	604632559	2011-10-04	Brazil	2014-01-16T18:36:00		true	0		built environment	mge155750	ZC4DAY30IQMSIPER00R1: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	117166	-23.651079	mgl155751	ZC4DAY30IQMSIPER00R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		c5610561086d676d343534393533332e33	false	ZC4DAY30IQMSIPER00R1			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY30IQMSIPER00R1	ZC4DAY30IQMSIPER00R1	h_sapiens_asm	illumina	3164693	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		17.848935802282	false	1.155	157.422	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	834595950	2013-09-04	Brazil	2014-06-30T20:30:59		true	0.524		built environment	mge191520	ZCTH0001IQMSIPER00R2: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	137730	-23.651079	mgl191521	ZCTH0001IQMSIPER00R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		e517a902a26d676d343537303039372e33	false	ZCTH0001IQMSIPER00R2			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZCTH0001IQMSIPER00R2	ZCTH0001IQMSIPER00R2	h_sapiens_asm	illumina	5301632	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		410.684530030927	false	1.015	154.944	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	567395234	2013-08-06	Brazil	2014-10-26T16:49:37		false	1.012		built environment	mge223700	D1mRNA_S1_L001_R2_001: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	155089	-23.651079	mgl223701	D1mRNA_S1_L001_R2_001	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		3d75ac6d9d6d676d343538373435362e33	false	D1mRNA_S1_L001_R2_001	3.5		date	mgp5435	Sao Paulo Zoo Composting Study	true		D1mRNA_S1_L001_R2_001	D1mRNA_S1_L001_R2_001	h_sapiens	illumina	3661931	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		625.665410096416	false	0.596	171.303	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	1425844996	2011-10-04	Brazil	2014-05-21T20:33:33		true	0		built environment	mge182588	ZC4-DAY-99-PAIR-2: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	132947	-23.651079	mgl182589	ZC4DAY99IQMSIPER00R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		5565fd65ee6d676d343536353331342e33	false	ZC4DAY99IQMSIPER00R2			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY99IQMSIPER00R2	ZC4-DAY-99-PAIR-2	h_sapiens_asm	illumina	8323524	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		649.543040458169	false	0.707	186.418	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	780144253	2011-10-04	Brazil	2014-03-22T03:02:21		true	0		built environment	mge167593	ZC4-DAY-67-PAIR-1: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	124038	-23.651079	mgl167594	ZC4DAY67IQMSIPER00R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		76dfeb0b726d676d343535363430352e33	false	ZC4DAY67IQMSIPER00R1			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY67IQMSIPER00R1	ZC4-DAY-67-PAIR-1	none	illumina	4184919	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		636.287890570162	false	0.705	183.865	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	276652883	2011-10-04	Brazil	2013-11-21T21:13:05		true	0		built environment	mge146138	ZooCompost4Day67-R1: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	111769	-23.651079	mgl146139	ZC4DAY67IQMSIPER01R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		5990386c4b6d676d343534343133362e33	false	ZC4DAY67IQMSIPER01R1			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY67IQMSIPER01R1	ZooCompost4Day67-R1	none	illumina	1504649	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		510.408276128893	false	0.628	223.512	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	554570582	2011-10-04	Brazil	2014-01-16T18:35:59		true	0		built environment	mge155735	ZC4DAY03IQMSIPER00R2: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	117161	-23.651079	mgl155736	ZC4DAY03IQMSIPER00R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		ae3874dbc36d676d343534393532382e33	false	ZC4DAY03IQMSIPER00R2			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY03IQMSIPER00R2	ZC4DAY03IQMSIPER00R2	h_sapiens_asm	illumina	2481164	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		535.444746789204	false	0.634	165.412	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	406281435	2011-10-04	Brazil	2013-11-21T21:13:04		true	0		built environment	mge146114	ZooCompost4Day15-R1: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	111763	-23.651079	mgl146115	ZC4DAY15IQMSIPER02R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		6eb21933076d676d343534343133302e33	false	ZC4DAY15IQMSIPER02R1			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY15IQMSIPER02R1	ZooCompost4Day15-R1	none	illumina	2456179	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		694.841348231772	false	0.819	203.191	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	508487678	2011-10-04	Brazil	2013-11-21T21:13:05		true	0		built environment	mge146132	ZooCompost4Day64-R1: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	111767	-23.651079	mgl146133	ZC4DAY64IQMSIPER01R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		68eee402046d676d343534343133342e33	false	ZC4DAY64IQMSIPER01R1			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY64IQMSIPER01R1	ZooCompost4Day64-R1	none	illumina	2502511	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		586.29442889787	false	0.736	207.895	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	593943663	2011-10-04	Brazil	2014-01-16T18:35:58		true	0		built environment	mge155726	ZC4DAY01IQMSIPER00R1: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	117158	-23.651079	mgl155727	ZC4DAY01IQMSIPER00R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		73277d9cfd6d676d343534393532352e33	false	ZC4DAY01IQMSIPER00R1			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY01IQMSIPER00R1	ZC4DAY01IQMSIPER00R1	h_sapiens_asm	illumina	2856938	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		561.196398371723	false	0.621	191.571	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	606262316	2011-10-04	Brazil	2014-01-16T18:36:00		true	0		built environment	mge155753	ZC4DAY30IQMSIPER00R2: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	117167	-23.651079	mgl155754	ZC4DAY30IQMSIPER00R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		3ece85fdda6d676d343534393533342e33	false	ZC4DAY30IQMSIPER00R2			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY30IQMSIPER00R2	ZC4DAY30IQMSIPER00R2	h_sapiens_asm	illumina	3164693	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		553.612302162231	false	0.633	197.151	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	951633944	2011-10-04	Brazil	2014-03-22T03:02:20		true	0		built environment	mge167581	ZC4-DAY-30-PAIR-1: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	124034	-23.651079	mgl167582	ZC4DAY30IQMSIPER00R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		a299035c876d676d343535363430312e33	false	ZC4DAY30IQMSIPER00R1			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY30IQMSIPER00R1	ZC4-DAY-30-PAIR-1	none	illumina	4826932	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		495.260589714747	false	0.639	228.692	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	1068038148	2011-10-04	Brazil	2014-03-22T03:02:19		true	0		built environment	mge167569	ZC4-DAY-03-PAIR-1: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	124030	-23.651079	mgl167570	ZC4DAY03IQMSIPER00R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		d62cc6d4956d676d343535363339372e33	false	ZC4DAY03IQMSIPER00R1			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY03IQMSIPER00R1	ZC4-DAY-03-PAIR-1	none	illumina	4670201	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		627.176761790505	false	0.604	147.775	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	748946829	2011-10-04	Brazil	2014-03-22T03:02:22		true	0		built environment	mge167608	ZC4-DAY-99-PAIR-2: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	124043	-23.651079	mgl167609	ZC4DAY99IQMSIPER00R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		9571e504396d676d343535363431302e33	false	ZC4DAY99IQMSIPER00R2			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY99IQMSIPER00R2	ZC4-DAY-99-PAIR-2	none	illumina	5068168	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		549.610894576682	false	0.621	164.461	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	869235081	2011-10-04	Brazil	2014-03-22T03:02:21		true	0		built environment	mge167602	ZC4-DAY-78-PAIR-2: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	124041	-23.651079	mgl167603	ZC4DAY78IQMSIPER00R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		6cdc0266646d676d343535363430382e33	false	ZC4DAY78IQMSIPER00R2			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY78IQMSIPER00R2	ZC4-DAY-78-PAIR-2	none	illumina	5285343	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		568.589290342319	false	0.615	153.709	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	1728478585	2011-10-04	Brazil	2014-05-21T20:33:33		true	0		built environment	mge182582	ZC4-DAY-78-PAIR-2: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	132945	-23.651079	mgl182583	ZC4DAY78IQMSIPER00R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		0a1b4227bb6d676d343536353331322e33	false	ZC4DAY78IQMSIPER00R2			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY78IQMSIPER00R2	ZC4-DAY-78-PAIR-2	h_sapiens_asm	illumina	11245102	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		580.075024004723	false	0.743	362.851	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	196903077	2011-10-04	Brazil	2013-08-08T20:36:12		true	0		built environment	mge125950	ZooCompost3Day99: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	98316	-23.651079	mgl125951	ZC3DAY99IQMSIPER01R3	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		55cebdcc8c6d676d343533303638332e33	false	ZC3DAY99IQMSIPER01R3-TEST			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC3DAY99IQMSIPER01R3	ZooCompost3Day99	none	illumina	542656	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		584.556481723822	false	1.14	337.092	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	170096384	2011-06-28	Brazil	2013-08-08T20:36:12		true	0		built environment	mge125938	ZooCompost3Day1: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	98312	-23.651079	mgl125939	ZC3DAY01IQMSIPER01R3	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		6f416d0d526d676d343533303637392e33	false	ZC3DAY01IQMSIPER01R3-TEST			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC3DAY01IQMSIPER01R3	ZooCompost3Day1	none	illumina	504600	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		558.617903308675	false	0.626	201.701	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	99174333	2011-10-04	Brazil	2013-10-11T20:58:31		true	0		built environment	mge137474	ZooCompost4Day30-R2: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	106376	-23.651079	mgl137475	ZC4DAY30IQMSIPER01R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		1905b23d8c6d676d343533383734332e33	false	ZC4DAY30IQMSIPER01R2			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY30IQMSIPER01R2	ZooCompost4Day30-R2	none	illumina	491690	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		559.227625794469	false	0.672	168.95	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	654940431	2011-07-27	Brazil	2013-08-13T20:25:05		true	29.162		built environment	mge126727	ZooCompost3Day30: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	99793	-23.651079	mgl126728	ZC3DAY30IQMSIPER01R4	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		400ea2c7086d676d343533323136302e33	false	ZC3DAY30IQMSIPER01R4			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZC3DAY30IQMSIPER01R4	ZooCompost3Day30	none	illumina	3876539	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		103.804832314402	false	0.78	143.305	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	493194797	2013-09-04	Brazil	2014-06-30T20:31:00		true	0.736		built environment	mge191526	ZCTH0002IQMSIPER01R2: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	137732	-23.651079	mgl191527	ZCTH0002IQMSIPER01R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		4465fdc8c46d676d343537303039392e33	false	ZCTH0002IQMSIPER01R2			date	mgp5435	Sao Paulo Zoo Composting Study	true		ZCTH0002IQMSIPER01R2	ZCTH0002IQMSIPER01R2	h_sapiens_asm	illumina	3441571	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		418.623424821026	false	0.884	147.819	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	355037291	2013-10-22	Brazil	2014-10-26T16:49:39		false	0.299		built environment	mge223727	D78mRNA_S6_L001_R1_001: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	155094	-23.651079	mgl223728	D78mRNA_S6_L001_R1_001	Sao Paulo Zoo Park	-45.620668	1	7	1	7	compost	ENVO:00002170		781528a9236d676d343538373436312e33	false	D78mRNA_S6_L001_R1_001	3.5		date	mgp5435	Sao Paulo Zoo Composting Study	true		D78mRNA_S6_L001_R1_001	D78mRNA_S6_L001_R1_001	h_sapiens	illumina	2401842	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		461.935130968782	false	1.065	156.592	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	683890744	2013-10-08	Brazil	2014-10-26T16:49:38		false	0.823		built environment	mge223724	D64mRNA_S5_L001_R2_001: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	155093	-23.651079	mgl223725	D64mRNA_S5_L001_R2_001	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		3dfc0fb80a6d676d343538373436302e33	false	D64mRNA_S5_L001_R2_001	3.5		date	mgp5435	Sao Paulo Zoo Composting Study	true		D64mRNA_S5_L001_R2_001	D64mRNA_S5_L001_R2_001	h_sapiens	illumina	4367331	WGS
